Question no,Question,Answer_x,Section,Unnamed: 0,topic_id,filename,header,section_text,Fold,Fact,Declined_to_answer_on_train_fold_one,Answer_on_train_fold_one,Declined_to_answer_on_train_fold_two,Answer_on_train_fold_two
48,Hoe worden de resultaten van het onderzoek besproken tijdens het nagesprek?,"De resultaten van het onderzoek worden gerelateerd aan uw klachten, dagelijks functioneren en eventueel aan uw levensgeschiedenis (bij kinderen ontwikkelingsgeschiedenis).","Afdeling medische psychologie --- Het nagesprek --- In het nagesprek worden de resultaten van het onderzoek met u besproken. De resultaten van het testonderzoek worden gerelateerd aan uw klachten, dagelijks functioneren en eventueel aan uw levensgeschiedenis (bij kinderen ontwikkelingsgeschiedenis). Het nagesprek voert u alleen of, in overleg, in aanwezigheid met anderen. Voor kinderen geldt dat tot 12 jaar uw kind niet bij het nagesprek aanwezig is. Is uw kind 12 jaar of ouder dan gebeurt dit in overleg. Vanaf 16 jaar mag uw kind beslissen of u bij het nagesprek aanwezig bent. Soms geeft de duidelijkheid over de oorzaak van de klachten voldoende aangrijpingspunten en is verdere behandeling niet nodig. De psycholoog kan u eventueel adviezen geven hoe u het beste om kunt gaan met de situatie. Vaak volstaan adviezen niet en is verdere behandeling nodig. Afhankelijk van de aard en ernst van de problematiek kan de behandeling vervolgd worden op de afdeling medische psychologie of zal de psycholoog u een voorstel doen voor verwijzing.",65,2,Afdeling medische psychologie,Het nagesprek,"In het nagesprek worden de resultaten van het onderzoek met u besproken. De resultaten van het testonderzoek worden gerelateerd aan uw klachten, dagelijks functioneren en eventueel aan uw levensgeschiedenis (bij kinderen ontwikkelingsgeschiedenis). Het nagesprek voert u alleen of, in overleg, in aanwezigheid met anderen. Voor kinderen geldt dat tot 12 jaar uw kind niet bij het nagesprek aanwezig is. Is uw kind 12 jaar of ouder dan gebeurt dit in overleg. Vanaf 16 jaar mag uw kind beslissen of u bij het nagesprek aanwezig bent. Soms geeft de duidelijkheid over de oorzaak van de klachten voldoende aangrijpingspunten en is verdere behandeling niet nodig. De psycholoog kan u eventueel adviezen geven hoe u het beste om kunt gaan met de situatie. Vaak volstaan adviezen niet en is verdere behandeling nodig. Afhankelijk van de aard en ernst van de problematiek kan de behandeling vervolgd worden op de afdeling medische psychologie of zal de psycholoog u een voorstel doen voor verwijzing.",train_fold_one,,,"De onderzoeksresultaten worden tijdens het nagesprek besproken met de patiënt. De resultaten worden gerelateerd aan de klachten, dagelijks functioneren en eventueel aan de levensgeschiedenis (bij kinderen de ontwikkelingsgeschiedenis). Het nagesprek kan plaatsvinden met alleen de patiënt of, indien gewenst, in aanwezigheid van anderen. Voor kinderen onder de 12 jaar is het niet gebruikelijk dat zij aanwezig zijn bij het nagesprek. Voor kinderen vanaf 12 jaar wordt dit in overleg bepaald. Vanaf 16 jaar mogen kinderen zelf beslissen of zij bij het nagesprek aanwezig willen zijn.",,
49,Wanneer kan mijn kind weer gewoon eten na de operatie?,De dag na de operatie kan uw kind meestal weer gewoon eten.,"Blindedarm kind --- Na de ingreep --- Na de operatie heeft uw kind een infuus. Vooral de eerste dag heeft uw kind pijn in de buik. Uw kind krijgt standaard, tijdens de eerste 48 uur, medicijnen tegen de pijn. Meestal in de vorm van zetpillen. Daarna wordt alleen pijnbestrijding gegeven als het nodig is. Meteen na de operatie krijgt uw kind drinken (water, ranja of appelsap). Als dit goed gaat, krijgt uw kind ook licht verteerbaar voedsel. De dag na de operatie kan uw kind meestal weer gewoon eten. Na enkele dagen beginnen de darmen ‘weer op gang te komen’. Dit kan zorgen voor wat buikpijn. De verpleegkundige controleert de wond regelmatig. Zo gauw uw kind zich daartoe in staat voelt, mag het even uit bed. Zorg in elk geval voor gemakkelijk zittende kleding. Of uw kind de dag na de operatie naar huis mag, ligt aan hoe de operatie is gegaan. Na twee dagen mag uw kind weer onder de douche. Als de wond droog is hoeft er geen nieuwe pleister meer op. Wanneer uw kind een doorgebroken (geperforceerde) blindedarmontsteking had, moet uw kind na de operatie langer blijven. Uw kind krijgt dan een aantal dagen antibiotica per infuus. Hoeveel dagen dit zijn ligt aan de ernst van de ontsteking. Het eten en drinken wordt dan langzaam opgebouwd.",143,2,Blindedarm kind,Na de ingreep,"Na de operatie heeft uw kind een infuus. Vooral de eerste dag heeft uw kind pijn in de buik. Uw kind krijgt standaard, tijdens de eerste 48 uur, medicijnen tegen de pijn. Meestal in de vorm van zetpillen. Daarna wordt alleen pijnbestrijding gegeven als het nodig is. Meteen na de operatie krijgt uw kind drinken (water, ranja of appelsap). Als dit goed gaat, krijgt uw kind ook licht verteerbaar voedsel. De dag na de operatie kan uw kind meestal weer gewoon eten. Na enkele dagen beginnen de darmen ‘weer op gang te komen’. Dit kan zorgen voor wat buikpijn. De verpleegkundige controleert de wond regelmatig. Zo gauw uw kind zich daartoe in staat voelt, mag het even uit bed. Zorg in elk geval voor gemakkelijk zittende kleding. Of uw kind de dag na de operatie naar huis mag, ligt aan hoe de operatie is gegaan. Na twee dagen mag uw kind weer onder de douche. Als de wond droog is hoeft er geen nieuwe pleister meer op. Wanneer uw kind een doorgebroken (geperforceerde) blindedarmontsteking had, moet uw kind na de operatie langer blijven. Uw kind krijgt dan een aantal dagen antibiotica per infuus. Hoeveel dagen dit zijn ligt aan de ernst van de ontsteking. Het eten en drinken wordt dan langzaam opgebouwd.",train_fold_one,,,"Na de operatie krijgt het kind meteen na de operatie drinken (water, ranja of appelsap). Als dit goed gaat, krijgt het kind ook licht verteerbaar voedsel. De dag na de operatie kan het kind meestal weer gewoon eten. Het eten en drinken wordt dan langzaam opgebouwd. De eerste week na de operatie moet het kind rustig aan doen en mag het niet rennen, fietsen en/of zwemmen. Het is ook verstandig om het kind de eerste week nog niet naar school te laten gaan. ",TRUE,This document does not answer the question
50,Wat kan leiden tot obstipatie bij kinderen met blaasproblemen?,Geïrriteerde billen kunnen er voor zorgen dat kinderen de ontlasting ophouden om pijn te voorkomen wat uiteindelijk tot obstipatie kan leiden.,"Continentiepolikliniek, obstipatie bij kinderen met blaasproblemen --- Lichaamshygiëne --- Als uw kind geïrriteerde billen heeft, kan de ontlasting pijn veroorzaken. Uw kind zal de ontlasting ophouden om de pijn te voorkomen. Ook dit kan tot obstipatie leiden. Zorg er daarom voor dat de irritatie zo snel mogelijk minder wordt. Dit doet u door de huid schoon te houden met water. Gebruik liever geen zeep of geparfumeerde tissues, omdat deze de huid uitdrogen en een droge huid is kwetsbaarder. Verder is het van belang dat uw kind geen broeierige kleding draagt, zoals kleding van nylon.",135,2,"Continentiepolikliniek, obstipatie bij kinderen met blaasproblemen",Lichaamshygiëne,"Als uw kind geïrriteerde billen heeft, kan de ontlasting pijn veroorzaken. Uw kind zal de ontlasting ophouden om de pijn te voorkomen. Ook dit kan tot obstipatie leiden. Zorg er daarom voor dat de irritatie zo snel mogelijk minder wordt. Dit doet u door de huid schoon te houden met water. Gebruik liever geen zeep of geparfumeerde tissues, omdat deze de huid uitdrogen en een droge huid is kwetsbaarder. Verder is het van belang dat uw kind geen broeierige kleding draagt, zoals kleding van nylon.",train_fold_one,,,,TRUE,This document does not answer the question
51,Kan een jongere zelf inzage vragen in zijn medisch dossier?,"Ja, een jongere kan zelf inzage vragen in zijn medisch dossier zonder toestemming van zijn ouders.","Patiëntenrechten kinderen --- Inzage in het medisch dossier  --- Een jongere kan zelf inzage in zijn medisch dossier vragen. Hij heeft daarvoor geen toestemming van zijn ouders nodig. Hij kan ook een kopie van het dossier of een gedeelte daarvan krijgen. De ouders hebben geen recht dit dossier in te zien, tenzij hun kind met inzage door zijn ouders instemt.",128,2,Patiëntenrechten kinderen,Inzage in het medisch dossier ,"Een jongere kan zelf inzage in zijn medisch dossier vragen. Hij heeft daarvoor geen toestemming van zijn ouders nodig. Hij kan ook een kopie van het dossier of een gedeelte daarvan krijgen. De ouders hebben geen recht dit dossier in te zien, tenzij hun kind met inzage door zijn ouders instemt.",train_fold_one,,,Jongeren vanaf 16 jaar kunnen zelf een aanvraag indienen en ondertekenen voor inzage van hun medisch dossier bij ZGT. Voor jongeren tussen de 12 en 16 jaar oud moeten zowel het kind als de ouder(s) het aanvraagformulier ondertekenen en een kopie van een geldig legitimatiebewijs overleggen. Voor kinderen jonger dan 12 jaar kan een van de ouders de aanvraag indienen. In bijzondere situaties kan van deze regels worden afgeweken en wordt het verzoek behandeld door de afdeling juridische zaken van ZGT.,,"Een jongere kan inzage vragen in zijn medisch dossier bij ZGT via het patiëntenportaal MijnZGT. Hier kan hij via zijn computer, tablet of mobiel delen van zijn medisch dossier inzien, persoonlijke gegevens controleren en vragenlijsten invullen die voor hem zijn klaargezet. Meer informatie hierover is te vinden op zgt.nl/mijnzgt. De informatie die hij kan verwachten in zijn medisch dossier varieert, maar kan onder andere bestaan uit medische testresultaten, behandelplannen, medicatiegegevens en doktersnotities."
52,"Wat zijn de voorbereidingen thuis die gedaan moeten worden voor de schisis, lipsluiting?","Thuis moeten de volgende voorbereidingen gedaan worden voor de schisis, lipsluiting: - De laatste voeding geven volgens afspraak; - De eerste paracetamol zetpil geven aan uw kind volgens afspraak; - Uw kind in bad doen; - Uw kind schone, gemakkelijk zittende kleding aandoen.","Schisis, lipsluiting --- Voorbereidingen thuis --- - Geef volgens afspraak de laatste voeding; 
- Geef uw kind volgens afspraak de eerste paracetamol zetpil; 
- Wilt u uw kind in bad doen; 
- Wilt u uw kind schone, gemakkelijk zittende kleding aandoen.",133,2,"Schisis, lipsluiting",Voorbereidingen thuis,"- Geef volgens afspraak de laatste voeding; 
- Geef uw kind volgens afspraak de eerste paracetamol zetpil; 
- Wilt u uw kind in bad doen; 
- Wilt u uw kind schone, gemakkelijk zittende kleding aandoen.",train_fold_one,,,#NAME?,TRUE,This document does not answer the question
53,Wat is het medicijn dat vaak is toegediend tijdens de opname van mijn kind?,Het medicijn dat vaak is toegediend tijdens de opname van uw kind is Ventolin.,"Ventolin, afbouwschema na ziekenhuisopname --- Ventolin, afbouwschema na ziekenhuisopname --- Uw kind is opgenomen vanwege een astma aanval. Tijdens deze opname is uw kind verneveld met medicatie. Het medicijn Ventolin is vaak toegediend. In deze folder staat hoe u dit weer af kunt bouwen naar de normale dosering zonder dat de benauwdheid opnieuw toeneemt.",130,2,"Ventolin, afbouwschema na ziekenhuisopname","Ventolin, afbouwschema na ziekenhuisopname",Uw kind is opgenomen vanwege een astma aanval. Tijdens deze opname is uw kind verneveld met medicatie. Het medicijn Ventolin is vaak toegediend. In deze folder staat hoe u dit weer af kunt bouwen naar de normale dosering zonder dat de benauwdheid opnieuw toeneemt.,train_fold_one,,,Ventolin,TRUE,This document does not answer the question
54,Welke soorten problemen kunnen met Video Interactie Begeleiding behandeld worden?,"Video Interactie Begeleiding kan onder andere toegepast worden bij verpleegkundige handelingen, ernstige en/of langdurige ziekten, moeite met eten, spelen of slapen, en zindelijkheidsproblemen.","Video Interactie Begeleiding (VIB) bij kinderen --- Voor wie is Video Interactie Begeleiding bedoeld? --- Video Interactie Begeleiding wordt onder andere toegepast wanneer: 
- U of uw kind verpleegkundige handelingen verricht; 
- Uw kind ernstig en/of langdurig ziek is; 
- Uw kind moeite heeft met eten, spelen of slapen; 
- Uw kind zindelijkheidsproblemen heeft.",132,2,Video Interactie Begeleiding (VIB) bij kinderen,Voor wie is Video Interactie Begeleiding bedoeld?,"Video Interactie Begeleiding wordt onder andere toegepast wanneer: 
- U of uw kind verpleegkundige handelingen verricht; 
- Uw kind ernstig en/of langdurig ziek is; 
- Uw kind moeite heeft met eten, spelen of slapen; 
- Uw kind zindelijkheidsproblemen heeft.",train_fold_one,,,,TRUE,This document does not answer the question
55,Kan ik als ouder/verzorger toestemming geven voor het tonen van video-opnamen aan derden?,"Ja, video-opnamen worden alleen met schriftelijke toestemming van ouders/verzorgers aan derden getoond.",Video interactie begeleiding (VIB) op de afdeling geboorte --- Hoe wordt er met privacy omgegaan? --- De video-opnamen worden alleen met schriftelijke toestemming van ouders/verzorgers aan derden getoond. Binnen ZGT blijft zonder toestemming geen enkele video opname bewaard.,125,2,Video interactie begeleiding (VIB) op de afdeling geboorte,Hoe wordt er met privacy omgegaan?,De video-opnamen worden alleen met schriftelijke toestemming van ouders/verzorgers aan derden getoond. Binnen ZGT blijft zonder toestemming geen enkele video opname bewaard.,train_fold_one,,,De video-opnamen worden alleen met schriftelijke toestemming van ouders/verzorgers aan derden getoond. Binnen ZGT blijft zonder toestemming geen enkele video opname bewaard.,TRUE,This document does not answer the question
56,Hoe kunt u uw medisch dossier inzien op MijnZGT?,"U kunt uw medisch dossier inzien via uw computer, tablet of mobiel op MijnZGT.","(Langdurig) gebroken vliezen --- Check uw dossier op MijnZGT --- MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: zgt.nl/mijnzgt.",33,21,(Langdurig) gebroken vliezen,Check uw dossier op MijnZGT,"MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: zgt.nl/mijnzgt.",train_fold_one,,,,,Kijk voor meer informatie op: zgt.nl/mijnzgt.
58,Waar kan ik inloggen op het patiëntenportaal van de polikliniek dermatologie?,U kunt inloggen op het patiëntenportaal van de polikliniek dermatologie door naar zgt.nl te gaan en daar te klikken op MijnZGT. Daar vraagt men u om in te loggen met uw DigiD.,"Patiëntenportaal, polikliniek dermatologie --- Inloggen --- Ga naar zgt.nl en klik daar op MijnZGT. Om in te loggen op het patiëntenportaal vragen we naar uw DigiD. Heeft u nog geen DigiD, dan kunt u via de website digid.nl uw eigen DigiD aanvragen. Met uw persoonlijke DigiD (een gebruikersnaam en wachtwoord) kunt u zich identificeren op websites van de overheid en van organisaties die een overheidstaak uitvoeren. Zo weten deze organisaties dat ze echt met u te maken hebben. Zodra u bent ingelogd in het patiëntenportaal MijnZGT, kunt u via het menu aan de linkerkant van de pagina verschillende acties uitvoeren.",197,21,"Patiëntenportaal, polikliniek dermatologie",Inloggen,"Ga naar zgt.nl en klik daar op MijnZGT. Om in te loggen op het patiëntenportaal vragen we naar uw DigiD. Heeft u nog geen DigiD, dan kunt u via de website digid.nl uw eigen DigiD aanvragen. Met uw persoonlijke DigiD (een gebruikersnaam en wachtwoord) kunt u zich identificeren op websites van de overheid en van organisaties die een overheidstaak uitvoeren. Zo weten deze organisaties dat ze echt met u te maken hebben. Zodra u bent ingelogd in het patiëntenportaal MijnZGT, kunt u via het menu aan de linkerkant van de pagina verschillende acties uitvoeren.",train_fold_one,,,Ga naar zgt.nl en klik daar op MijnZGT. ,,Kijk voor meer informatie op: zgt.nl/mijnzgt.
