,Document,Question,Answer,Question-Context N-gram Similarity,Answer-Context N-gram Similarity,Question-Context BLEU,Answer-Context BLEU,Question-Context ROUGE,Answer-Context ROUGE,Question-Context ROUGE-L F1,Answer-Context ROUGE-L F1
341,"Als de oorzaak van een delier behandeld wordt, neemt de verwardheid meestal weer af. De verwardheid kan enkele uren tot enkele dagen aanhouden. Soms duurt de verwardheid langer. Hoe lang de verwardheid duurt is afhankelijk van de volgende punten. 
- Het (op tijd) herkennen van een delier; 
- Het vinden van de oorzaak van een delier; 
- Of het delier behandeld kan worden; 
- De ernst van de onderliggende oorzaak; 
- De leeftijd van de patiënt; 
- De conditie van de patiënt. De medisch specialist probeert zo snel mogelijk de oorzaak te vinden en te behandelen. Daarbij zijn de juiste benadering en verpleegkundige acties heel belangrijk bij de behandeling van een delier. Zo nodig vraagt de medisch specialist de geriater, geriatrieverpleegkundige of psychiater voor advies. Bij een delier kan het soms helpen als er een naaste aanwezig is. De verpleegkundige van de afdeling zal dit zo nodig bespreekbaar maken. Hierbij wordt er rekening gehouden met wat u aankan en wat er mogelijk is. Soms is het naast verpleegkundige acties nodig om medicijnen te geven om de kenmerken van een delier te verminderen.",Wie kan de medisch specialist om advies vragen bij de behandeling van een delier?,"De medisch specialist kan de geriater, geriatrieverpleegkundige of psychiater om advies vragen bij de behandeling van een delier.",0.022988505747126436,0.06976744186046512,1.5962435539739451e-06,6.595959542067427e-05,"[{'rouge-1': {'r': 0.1, 'p': 0.7692307692307693, 'f': 0.1769911484062965}, 'rouge-2': {'r': 0.038461538461538464, 'p': 0.46153846153846156, 'f': 0.07100591573964499}, 'rouge-l': {'r': 0.1, 'p': 0.7692307692307693, 'f': 0.1769911484062965}}]","[{'rouge-1': {'r': 0.16, 'p': 0.9411764705882353, 'f': 0.27350427102052755}, 'rouge-2': {'r': 0.07051282051282051, 'p': 0.6470588235294118, 'f': 0.1271676282856093}, 'rouge-l': {'r': 0.16, 'p': 0.9411764705882353, 'f': 0.27350427102052755}}]",0.1769911484062965,0.27350427102052755
342,"Als de oorzaak van een delier behandeld wordt, neemt de verwardheid meestal weer af. De verwardheid kan enkele uren tot enkele dagen aanhouden. Soms duurt de verwardheid langer. Hoe lang de verwardheid duurt is afhankelijk van de volgende punten. 
- Het (op tijd) herkennen van een delier; 
- Het vinden van de oorzaak van een delier; 
- Of het delier behandeld kan worden; 
- De ernst van de onderliggende oorzaak; 
- De leeftijd van de patiënt; 
- De conditie van de patiënt. De medisch specialist probeert zo snel mogelijk de oorzaak te vinden en te behandelen. Daarbij zijn de juiste benadering en verpleegkundige acties heel belangrijk bij de behandeling van een delier. Zo nodig vraagt de medisch specialist de geriater, geriatrieverpleegkundige of psychiater voor advies. Bij een delier kan het soms helpen als er een naaste aanwezig is. De verpleegkundige van de afdeling zal dit zo nodig bespreekbaar maken. Hierbij wordt er rekening gehouden met wat u aankan en wat er mogelijk is. Soms is het naast verpleegkundige acties nodig om medicijnen te geven om de kenmerken van een delier te verminderen.",Is het nuttig als er een naaste aanwezig is bij de behandeling van een delier?,"Ja, bij de behandeling van een delier kan het helpen als er een naaste aanwezig is. De verpleegkundige zal dit zo nodig bespreekbaar maken en rekening houden met de mogelijkheden en wensen van de patiënt en de naaste.",0.023255813953488372,0.06521739130434782,5.163078554625141e-06,0.01055145010207401,"[{'rouge-1': {'r': 0.11, 'p': 0.7857142857142857, 'f': 0.1929824539858418}, 'rouge-2': {'r': 0.057692307692307696, 'p': 0.6428571428571429, 'f': 0.10588235142975781}, 'rouge-l': {'r': 0.11, 'p': 0.7857142857142857, 'f': 0.1929824539858418}}]","[{'rouge-1': {'r': 0.26, 'p': 0.8666666666666667, 'f': 0.39999999644970424}, 'rouge-2': {'r': 0.14102564102564102, 'p': 0.5945945945945946, 'f': 0.2279792715122554}, 'rouge-l': {'r': 0.26, 'p': 0.8666666666666667, 'f': 0.39999999644970424}}]",0.1929824539858418,0.39999999644970424
343,"Als de oorzaak van een delier behandeld wordt, neemt de verwardheid meestal weer af. De verwardheid kan enkele uren tot enkele dagen aanhouden. Soms duurt de verwardheid langer. Hoe lang de verwardheid duurt is afhankelijk van de volgende punten. 
- Het (op tijd) herkennen van een delier; 
- Het vinden van de oorzaak van een delier; 
- Of het delier behandeld kan worden; 
- De ernst van de onderliggende oorzaak; 
- De leeftijd van de patiënt; 
- De conditie van de patiënt. De medisch specialist probeert zo snel mogelijk de oorzaak te vinden en te behandelen. Daarbij zijn de juiste benadering en verpleegkundige acties heel belangrijk bij de behandeling van een delier. Zo nodig vraagt de medisch specialist de geriater, geriatrieverpleegkundige of psychiater voor advies. Bij een delier kan het soms helpen als er een naaste aanwezig is. De verpleegkundige van de afdeling zal dit zo nodig bespreekbaar maken. Hierbij wordt er rekening gehouden met wat u aankan en wat er mogelijk is. Soms is het naast verpleegkundige acties nodig om medicijnen te geven om de kenmerken van een delier te verminderen.",Welke factoren kunnen invloed hebben op de duur van een delier?,"De duur van een delier kan beïnvloed worden door verschillende factoren, zoals het op tijd herkennen en behandelen ervan, de ernst van de onderliggende oorzaak, de leeftijd en conditie van de patiënt.",0.0,0.05319148936170213,4.4072950067621776e-85,0.0028552071125493993,"[{'rouge-1': {'r': 0.03, 'p': 0.2727272727272727, 'f': 0.054054052268484754}, 'rouge-2': {'r': 0.00641025641025641, 'p': 0.1, 'f': 0.01204819163884464}, 'rouge-l': {'r': 0.03, 'p': 0.2727272727272727, 'f': 0.054054052268484754}}]","[{'rouge-1': {'r': 0.15, 'p': 0.5769230769230769, 'f': 0.23809523481985387}, 'rouge-2': {'r': 0.05128205128205128, 'p': 0.26666666666666666, 'f': 0.08602150267082909}, 'rouge-l': {'r': 0.13, 'p': 0.5, 'f': 0.20634920307382215}}]",0.054054052268484754,0.20634920307382215
344,"Als de oorzaak van een delier behandeld wordt, neemt de verwardheid meestal weer af. De verwardheid kan enkele uren tot enkele dagen aanhouden. Soms duurt de verwardheid langer. Hoe lang de verwardheid duurt is afhankelijk van de volgende punten. 
- Het (op tijd) herkennen van een delier; 
- Het vinden van de oorzaak van een delier; 
- Of het delier behandeld kan worden; 
- De ernst van de onderliggende oorzaak; 
- De leeftijd van de patiënt; 
- De conditie van de patiënt. De medisch specialist probeert zo snel mogelijk de oorzaak te vinden en te behandelen. Daarbij zijn de juiste benadering en verpleegkundige acties heel belangrijk bij de behandeling van een delier. Zo nodig vraagt de medisch specialist de geriater, geriatrieverpleegkundige of psychiater voor advies. Bij een delier kan het soms helpen als er een naaste aanwezig is. De verpleegkundige van de afdeling zal dit zo nodig bespreekbaar maken. Hierbij wordt er rekening gehouden met wat u aankan en wat er mogelijk is. Soms is het naast verpleegkundige acties nodig om medicijnen te geven om de kenmerken van een delier te verminderen.",Welke acties kunnen genomen worden om de kenmerken van een delier te verminderen?,Naast verpleegkundige acties kan het soms nodig zijn om medicijnen te geven om de kenmerken van een delier te verminderen. Dit wordt bepaald door de medisch specialist en het behandelteam.,0.022988505747126436,0.0898876404494382,7.45449088750617e-07,0.002450022882668696,"[{'rouge-1': {'r': 0.08, 'p': 0.6153846153846154, 'f': 0.14159291831780096}, 'rouge-2': {'r': 0.038461538461538464, 'p': 0.5, 'f': 0.07142857010204084}, 'rouge-l': {'r': 0.08, 'p': 0.6153846153846154, 'f': 0.14159291831780096}}]","[{'rouge-1': {'r': 0.21, 'p': 0.8076923076923077, 'f': 0.3333333300579492}, 'rouge-2': {'r': 0.10256410256410256, 'p': 0.5517241379310345, 'f': 0.1729729703292915}, 'rouge-l': {'r': 0.2, 'p': 0.7692307692307693, 'f': 0.31746031418493326}}]",0.14159291831780096,0.31746031418493326
345,"Bij u is een besmettelijke vorm van tuberculose vastgesteld of het is mogelijk dat u dit heeft. Uw arts heeft u hierover geïnformeerd. In ZGT passen we hierbij aërogene isolatie toe. Dit betekent voor u het volgende: u wordt verpleegd in een eenpersoonskamer met sluis met gesloten deur. U moet op deze kamer blijven. De ziekenhuismedewerker neemt de volgende maatregelen: 
- Het dragen van een filtermondneusmasker. 
- Bij het verlaten van de kamer wordt, in de sluis, het filtermondneusmasker afgedaan en de handen met handalcohol ingewreven.",Wat is de reden dat er aërogene isolatie wordt toegepast bij patiënten met een besmettelijke vorm van tuberculose?,Aërogene isolatie wordt toegepast bij patiënten met een besmettelijke vorm van tuberculose om verdere verspreiding van de infectie te voorkomen.,0.07317073170731707,0.06818181818181818,0.004111816608714588,0.005869177245821687,"[{'rouge-1': {'r': 0.1746031746031746, 'p': 0.6111111111111112, 'f': 0.27160493481481485}, 'rouge-2': {'r': 0.047058823529411764, 'p': 0.23529411764705882, 'f': 0.07843136977124193}, 'rouge-l': {'r': 0.15873015873015872, 'p': 0.5555555555555556, 'f': 0.24691357679012346}}]","[{'rouge-1': {'r': 0.14285714285714285, 'p': 0.47368421052631576, 'f': 0.21951219156157054}, 'rouge-2': {'r': 0.058823529411764705, 'p': 0.2631578947368421, 'f': 0.09615384316752967}, 'rouge-l': {'r': 0.14285714285714285, 'p': 0.47368421052631576, 'f': 0.21951219156157054}}]",0.24691357679012346,0.21951219156157054
346,"Bij u is een besmettelijke vorm van tuberculose vastgesteld of het is mogelijk dat u dit heeft. Uw arts heeft u hierover geïnformeerd. In ZGT passen we hierbij aërogene isolatie toe. Dit betekent voor u het volgende: u wordt verpleegd in een eenpersoonskamer met sluis met gesloten deur. U moet op deze kamer blijven. De ziekenhuismedewerker neemt de volgende maatregelen: 
- Het dragen van een filtermondneusmasker. 
- Bij het verlaten van de kamer wordt, in de sluis, het filtermondneusmasker afgedaan en de handen met handalcohol ingewreven.",Welke voorzorgsmaatregelen worden er genomen door ziekenhuismedewerkers bij het verlaten van de kamer van een patiënt met een besmettelijke vorm van tuberculose?,"Bij het verlaten van de kamer van een patiënt met een besmettelijke vorm van tuberculose, moeten ziekenhuismedewerkers een filtermondneusmasker afdoen en hun handen inwrijven met handalcohol in de sluis.",0.06976744186046512,0.06382978723404255,0.013581696908663978,0.043893003837371596,"[{'rouge-1': {'r': 0.14285714285714285, 'p': 0.47368421052631576, 'f': 0.21951219156157054}, 'rouge-2': {'r': 0.09411764705882353, 'p': 0.38095238095238093, 'f': 0.15094339304912788}, 'rouge-l': {'r': 0.14285714285714285, 'p': 0.47368421052631576, 'f': 0.21951219156157054}}]","[{'rouge-1': {'r': 0.25396825396825395, 'p': 0.6956521739130435, 'f': 0.3720930193374797}, 'rouge-2': {'r': 0.1411764705882353, 'p': 0.42857142857142855, 'f': 0.21238937680319528}, 'rouge-l': {'r': 0.2222222222222222, 'p': 0.6086956521739131, 'f': 0.32558139143050296}}]",0.21951219156157054,0.32558139143050296
347,"Bij u is een besmettelijke vorm van tuberculose vastgesteld of het is mogelijk dat u dit heeft. Uw arts heeft u hierover geïnformeerd. In ZGT passen we hierbij aërogene isolatie toe. Dit betekent voor u het volgende: u wordt verpleegd in een eenpersoonskamer met sluis met gesloten deur. U moet op deze kamer blijven. De ziekenhuismedewerker neemt de volgende maatregelen: 
- Het dragen van een filtermondneusmasker. 
- Bij het verlaten van de kamer wordt, in de sluis, het filtermondneusmasker afgedaan en de handen met handalcohol ingewreven.",Wat is het gevolg voor een patiënt met een besmettelijke vorm van tuberculose bij het toepassen van aërogene isolatie?,Een patiënt met een besmettelijke vorm van tuberculose wordt verpleegd in een eenpersoonskamer met gesloten deur en mag deze kamer niet verlaten.,0.07317073170731707,0.09302325581395349,0.005216777468879516,0.01823280420056777,"[{'rouge-1': {'r': 0.15873015873015872, 'p': 0.625, 'f': 0.25316455373177377}, 'rouge-2': {'r': 0.047058823529411764, 'p': 0.2222222222222222, 'f': 0.07766990002827799}, 'rouge-l': {'r': 0.14285714285714285, 'p': 0.5625, 'f': 0.22784809803557124}}]","[{'rouge-1': {'r': 0.25396825396825395, 'p': 0.8, 'f': 0.3855421650166933}, 'rouge-2': {'r': 0.1411764705882353, 'p': 0.5714285714285714, 'f': 0.22641509116233538}, 'rouge-l': {'r': 0.2222222222222222, 'p': 0.7, 'f': 0.3373493939323559}}]",0.22784809803557124,0.3373493939323559
350,"Het is fijn als u, mocht u medicijnen gebruiken, uw eigen medicijnen mee laat brengen. Op deze manier kunnen wij u direct de goede medicijnen geven die u nodig heeft.",Is het mogelijk om je eigen medicijnen mee te nemen en deze te gebruiken tijdens het verblijf?,"Het is fijn als u, mocht u medicijnen gebruiken, uw eigen medicijnen mee laat brengen. Op deze manier kunnen wij u direct de goede medicijnen geven die u nodig heeft.",0.1,1.0,1.0674221635779082e-78,1.0,"[{'rouge-1': {'r': 0.15384615384615385, 'p': 0.26666666666666666, 'f': 0.19512194657941712}, 'rouge-2': {'r': 0.06896551724137931, 'p': 0.125, 'f': 0.08888888430617307}, 'rouge-l': {'r': 0.11538461538461539, 'p': 0.2, 'f': 0.14634145877453913}}]","[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]",0.14634145877453913,0.999999995
351,"Het is fijn als u, mocht u medicijnen gebruiken, uw eigen medicijnen mee laat brengen. Op deze manier kunnen wij u direct de goede medicijnen geven die u nodig heeft.",Waarom is het belangrijk om uw eigen medicijnen mee te nemen tijdens het verblijf?,Op deze manier kunnen wij u direct de goede medicijnen geven die u nodig heeft.,0.1,0.4,0.04901601459774654,0.32465246735834974,"[{'rouge-1': {'r': 0.19230769230769232, 'p': 0.38461538461538464, 'f': 0.256410251965812}, 'rouge-2': {'r': 0.10344827586206896, 'p': 0.23076923076923078, 'f': 0.14285713858276658}, 'rouge-l': {'r': 0.19230769230769232, 'p': 0.38461538461538464, 'f': 0.256410251965812}}]","[{'rouge-1': {'r': 0.5384615384615384, 'p': 1.0, 'f': 0.6999999954500001}, 'rouge-2': {'r': 0.4827586206896552, 'p': 1.0, 'f': 0.6511627863061115}, 'rouge-l': {'r': 0.5384615384615384, 'p': 1.0, 'f': 0.6999999954500001}}]",0.256410251965812,0.6999999954500001
352,"Het is fijn als u, mocht u medicijnen gebruiken, uw eigen medicijnen mee laat brengen. Op deze manier kunnen wij u direct de goede medicijnen geven die u nodig heeft.",Hoe draagt het meenemen van uw eigen medicijnen bij aan een efficiënter verloop van de behandeling?,Op deze manier kunnen wij u direct de goede medicijnen geven die u nodig heeft.,0.05,0.4,9.454728928313271e-79,0.32465246735834974,"[{'rouge-1': {'r': 0.15384615384615385, 'p': 0.26666666666666666, 'f': 0.19512194657941712}, 'rouge-2': {'r': 0.06896551724137931, 'p': 0.13333333333333333, 'f': 0.09090908641528948}, 'rouge-l': {'r': 0.11538461538461539, 'p': 0.2, 'f': 0.14634145877453913}}]","[{'rouge-1': {'r': 0.5384615384615384, 'p': 1.0, 'f': 0.6999999954500001}, 'rouge-2': {'r': 0.4827586206896552, 'p': 1.0, 'f': 0.6511627863061115}, 'rouge-l': {'r': 0.5384615384615384, 'p': 1.0, 'f': 0.6999999954500001}}]",0.14634145877453913,0.6999999954500001
353,"Het is fijn als u, mocht u medicijnen gebruiken, uw eigen medicijnen mee laat brengen. Op deze manier kunnen wij u direct de goede medicijnen geven die u nodig heeft.",Wordt er rekening gehouden met de medicijnen die u meeneemt tijdens uw verblijf?,"Ja, door uw eigen medicijnen mee te nemen kunnen wij er rekening mee houden en u de juiste medicijnen geven die u nodig heeft.",0.0,0.18181818181818182,1.4553792589252218e-155,0.25983929354943175,"[{'rouge-1': {'r': 0.19230769230769232, 'p': 0.38461538461538464, 'f': 0.256410251965812}, 'rouge-2': {'r': 0.034482758620689655, 'p': 0.08333333333333333, 'f': 0.04878048366448578}, 'rouge-l': {'r': 0.19230769230769232, 'p': 0.38461538461538464, 'f': 0.256410251965812}}]","[{'rouge-1': {'r': 0.46153846153846156, 'p': 0.5714285714285714, 'f': 0.5106382929289273}, 'rouge-2': {'r': 0.3103448275862069, 'p': 0.391304347826087, 'f': 0.34615384122041426}, 'rouge-l': {'r': 0.46153846153846156, 'p': 0.5714285714285714, 'f': 0.5106382929289273}}]",0.256410251965812,0.5106382929289273
354,"Het is fijn als u, mocht u medicijnen gebruiken, uw eigen medicijnen mee laat brengen. Op deze manier kunnen wij u direct de goede medicijnen geven die u nodig heeft.",Wat is het voordeel van het meenemen van uw eigen medicijnen tijdens uw verblijf?,"Door uw eigen medicijnen mee te nemen, kunnen wij direct de juiste medicijnen geven die u nodig heeft, wat bijdraagt aan een efficiënter verloop van de behandeling.",0.05263157894736842,0.21739130434782608,8.006848277448052e-79,0.24561158504552819,"[{'rouge-1': {'r': 0.15384615384615385, 'p': 0.36363636363636365, 'f': 0.216216212037984}, 'rouge-2': {'r': 0.06896551724137931, 'p': 0.15384615384615385, 'f': 0.09523809096371902}, 'rouge-l': {'r': 0.15384615384615385, 'p': 0.36363636363636365, 'f': 0.216216212037984}}]","[{'rouge-1': {'r': 0.46153846153846156, 'p': 0.48, 'f': 0.47058823029604}, 'rouge-2': {'r': 0.3103448275862069, 'p': 0.34615384615384615, 'f': 0.32727272228760335}, 'rouge-l': {'r': 0.46153846153846156, 'p': 0.48, 'f': 0.47058823029604}}]",0.216216212037984,0.47058823029604
355,U begint met een chemokuur. Deze kuur bestaat uit twee medicijnen. 1. Adriamycine (=Doxorubicine) 2. Cyclofosfamide,Wat is een chemokuur en wat zijn de twee medicijnen die het bevat?,Een chemokuur is een behandeling waarbij gebruik wordt gemaakt van medicijnen om kankercellen te doden of te remmen. De chemokuur in dit geval bestaat uit twee medicijnen: Adriamycine en Cyclofosfamide.,0.08333333333333333,0.08695652173913043,3.8570794972192865e-155,0.08840994001530046,"[{'rouge-1': {'r': 0.25, 'p': 0.3076923076923077, 'f': 0.275862064019025}, 'rouge-2': {'r': 0.13333333333333333, 'p': 0.16666666666666666, 'f': 0.1481481432098767}, 'rouge-l': {'r': 0.25, 'p': 0.3076923076923077, 'f': 0.275862064019025}}]","[{'rouge-1': {'r': 0.5, 'p': 0.2857142857142857, 'f': 0.36363635900826446}, 'rouge-2': {'r': 0.13333333333333333, 'p': 0.06896551724137931, 'f': 0.09090908641528948}, 'rouge-l': {'r': 0.4375, 'p': 0.25, 'f': 0.31818181355371905}}]",0.275862064019025,0.31818181355371905
356,U begint met een chemokuur. Deze kuur bestaat uit twee medicijnen. 1. Adriamycine (=Doxorubicine) 2. Cyclofosfamide,Hoeveel medicijnen zijn er opgenomen in de chemokuur en wat zijn hun namen?,Er zijn twee medicijnen opgenomen in de chemokuur: Adriamycine (ook wel bekend als Doxorubicine) en Cyclofosfamide.,0.0,0.058823529411764705,6.325072941044999e-232,6.114020126442295e-155,"[{'rouge-1': {'r': 0.125, 'p': 0.16666666666666666, 'f': 0.14285713795918387}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.125, 'p': 0.16666666666666666, 'f': 0.14285713795918387}}]","[{'rouge-1': {'r': 0.25, 'p': 0.25, 'f': 0.24999999500000009}, 'rouge-2': {'r': 0.06666666666666667, 'p': 0.06666666666666667, 'f': 0.06666666166666704}, 'rouge-l': {'r': 0.25, 'p': 0.25, 'f': 0.24999999500000009}}]",0.14285713795918387,0.24999999500000009
360,"48 uur van tevoren staken, altijd in overleg met allergoloog. Acebutalol Metoprplol Atenolol Nebilet Bisoprolol Nebivolol Carvedilol Oxprenolol Celiprolol Pindolol Dilanorm Propanolol Emcor Sectral Eucardic Selokeen Kerlon Sotalol Labetalol Viskeen",Hoeveel uur voor het staken van Acebutalol moet ik contact opnemen met mijn allergoloog?,U moet 48 uur van tevoren contact opnemen met uw allergoloog om Acebutalol te staken.,0.0,0.10344827586206896,4.664691302996219e-232,0.0689816059082601,"[{'rouge-1': {'r': 0.13333333333333333, 'p': 0.2857142857142857, 'f': 0.18181817747933895}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.13333333333333333, 'p': 0.2857142857142857, 'f': 0.18181817747933895}}]","[{'rouge-1': {'r': 0.23333333333333334, 'p': 0.4666666666666667, 'f': 0.31111110666666675}, 'rouge-2': {'r': 0.10344827586206896, 'p': 0.21428571428571427, 'f': 0.13953487932936734}, 'rouge-l': {'r': 0.23333333333333334, 'p': 0.4666666666666667, 'f': 0.31111110666666675}}]",0.18181817747933895,0.31111110666666675
