,topic_id,filename,header,section_text,Question,Answer
354,15,STEEP procedure bij hidradenitis suppurativa onder (tumescente) lokale anesthesie,Wondverzorging,"Na de ingreep wordt de wond afgedekt met Betadine (povidonjodium) zalf en een vetgaas. Hierover komt een absorberend verband (schuimverband, of een wondkussen). Na de ingreep blijft het verband zitten, de dag na de ingreep moet het verband worden verwisseld. Aangeraden wordt om dit onder de douche te doen. Het advies is om te beginnen met twee keer per dag de wond te spoelen onder de douche. Bij weinig/geen lekkage van wondvocht kan de wond één keer per dag gespoeld worden. Bij de gemiddelde patiënt is dit na één tot twee weken. Na het spoelen worden de wonden op dezelfde wijze verbonden als na de ingreep: Betadine zalf en een vetgaas; absorberend verband erover; fixeren van het verband met bijvoorbeeld Fixomul ® pleister of Mepitac, of een onderbroek (eventueel een netbroekje) die het verband op zijn plek kan houden. Als in de thuissituatie hulp nodig is bij de wondverzorging wordt thuiszorg aangevraagd, bij voorkeur wordt dit minimaal twee dagen van tevoren aangevraagd, maar kan eventueel ook nog op de dag van de ingreep worden aangevraagd. U kunt zelf met de thuiszorg afspreken wanneer hulp bij wondverzorging weer gestopt kan worden.",Wat is de STEEP procedure voor hidradenitis suppurativa onder plaatselijke verdoving?,"De STEEP procedure voor hidradenitis suppurativa onder plaatselijke verdoving omvat het afdekken van de wond met Betadine zalf en een vetgaas, gevolgd door een absorberend verband en dagelijks spoelen onder de douche met lauw water."
361,15,Urethraplastiek,Leefregels,"Om het wondgebied zo goed mogelijk te laten genezen, zijn een aantal leefregels belangrijk voor u: 
- Ga niet op een harde ondergrond zitten zolang u de blaaskatheter heeft. U mag liggen en staan. Wilt u zitten, ga dan op een (hoofd)kussen. zitten. 
- U mag niet op een ringkussen zitten. 
- Op de eventuele wond tussen anus en balzak zit een doorzichtige pleister. Deze mag u zelf na één week verwijderen. 
- Hechtingen zijn oplosbaar. 
- De eerste 2 weken na de operatie niet baden en zwemmen. U mag wel douchen. 
- Wanneer u dat nodig heeft, kunt u gedurende vier weken poeders gebruiken die helpen de ontlasting soepel te houden. 
- Gedurende zes weken mag u niet zwaar tillen, niet sporten, niet fietsen en geen zware werkzaamheden verrichten. 
- Tijdens de herstelperiode geven wij u een drinkadvies van 2-3 liter per dag.",Wat zijn de leefregels na een urethraplastiek?,"Om het wondgebied zo goed mogelijk te laten genezen, zijn een aantal leefregels belangrijk voor u: Ga niet op een harde ondergrond zitten zolang u de blaaskatheter heeft, ga liggen of staan. Vermijd zitten op een ringkussen. Verwijder de doorzichtige pleister na een week. De hechtingen zijn oplosbaar. Niet baden of zwemmen gedurende 2 weken, maar douchen is wel toegestaan. Gebruik voor de ontlasting gedurende 4 weken poeders die helpen de ontlasting soepel te houden. Niet zwaar tillen, sporten, fietsen of zware werkzaamheden verrichten gedurende 6 weken. Drink 2-3 liter per dag tijdens de herstelperiode."
60,16,Ambulante flebectomie volgens Müller,Voor de behandeling,"De volgende punten zijn belangrijk voorafgaand aan de behandeling: 
- Draag op de dag van behandeling makkelijke (lage) schoenen en ruime kleding. Door de watten onder de kous(en) past een strakke broek of schoen soms niet meer. 
- Tijdens de behandeling worden kleefstrips gebruikt. Het verwijderen hiervan kan pijnlijk zijn bij beharing. Daarom raden wij aan eventueel twee dagen voor de behandeling uw benen te scheren. 
- Smeer geen crème of zalf op uw benen op de dag van behandeling. 
- Na de behandeling mag u niet zelf naar huis rijden. Hierom is het belangrijk dat u vooraf vervoer naar huis regelt.",Mag u zelf naar huis rijden na de behandeling?,"Nee, u mag niet zelf naar huis rijden na de behandeling. Zorg vooraf voor vervoer naar huis."
370,16,Fysiotherapie ter voorkoming van parastomale hernia,Leefregels: wat kunt u zelf doen,"Naast bovenstaande technieken zijn er nog meer mogelijkheden om een parastomale hernia te voorkomen of het ongemak zoveel mogelijk te beperken. Zorg voor voldoende lichaamsbeweging 
- Doe lichte oefeningen voor uw buikspieren (zie het oefenprogramma in deze folder). In het ziekenhuis gaat u eerst onder leiding van de fysiotherapeut en verpleegkundige stukjes lopen. Zij zullen aangeven wanneer u dat zelfstandig gaat doen. Doe dit meerdere keren per dag. 
- Na deze ziekenhuisopname begint u met twee keer per dag met een korte wandeling van 5 tot 10 minuten. Binnen enkele weken kunt u verder wandelen gedurende 30 tot 40 minuten (dit is ook afhankelijk van hoe u voor deze operatie kon wandelen). 
- Doe de eerste twaalf weken geen intensieve buikspieroefeningen (zoals sit- ups). Diepe ademhaling Langzame, diepe ademhaling kan u helpen te ontspannen en de pijn onder controle houden na de operatie. Sluit de ogen, leg uw handen op uw buik, adem via de neus langzaam in gedurende 4 tellen en adem via de mond weer uit gedurende 4 tellen. Herhaal zo vaak als nodig. Let op met tillen 
- Til van 0 - 6 weken na de operatie maximaal 4-5 kilo. 
- Til van 6 - 12 weken na de operatie maximaal 10 kilo. Het verder opbouwen van gewicht, gebeurt vaak onder begeleiding van een (gespecialiseerde) fysiotherapeut in een particuliere praktijk. De fysiotherapeut in het ziekenhuis kan u daarbij adviseren. 
- Voorkom zwaar tillen/persen/sporten, waardoor een verhoogde druk in uw buik ontstaat. 
- Als u tilt, til dan verstandig. Ga door de knieën en adem uit tijdens de krachtsinspanning. Voeding/roken 
- Eet vezelrijke voeding en drink voldoende (minstens 1,5 liter per 24 uur). Hierdoor blijft uw ontlasting soepel. 
- Houd uw lichaamsgewicht in de gaten. Wordt niet te zwaar en voorkom schommelingen van uw gewicht. 
- Stop met roken Extra steun Het dragen van een breukband of steunbroek bij een hernia geeft u steun, bijvoorbeeld bij zwaar tillen of zwaar werk. Een breukband is een brede elastische band, verkrijgbaar in verschillende breedtes en lengtes. Een steunband of steunbroek moet comfortabel zitten. Er zijn verschillende merken en maten steunbanden of steunbroeken. Uw stomaverpleegkundige en medisch speciaalzaak kunnen u hierover informeren.",Wat zijn enkele technieken om een parastomale hernia te voorkomen?,"Enkele technieken om een parastomale hernia te voorkomen zijn lichte oefeningen voor de buikspieren, wandelen, langzame en diepe ademhaling en het vermijden van zwaar tillen/persen/sporten."
364,16,"Gynaecologische operatie, nazorg",Oefeningen in de eerste zes weken na de,"operatie: 1. Span de bekkenbodemspieren aan op een uitademing, houdt dit 1-2 seconden vast (adem goed door) en ontspan vervolgens 2-6 seconden. Probeer goed het verschil tussen aan- en ontspannen te voelen. Herhaal dit 5-10 keer. Bouw dit op naar 10 herhalingen en 3 series. 2. Als bovenstaande oefening goed gaat kunt u proberen of u iets sneller kunt aan- en ontspannen: 1 seconde de bekkenbodemspieren vasthouden, 1-2 seconden loslaten (let op: pas als u de bekkenbodemspieren goed heeft losgelaten, weer opnieuw aanspannen). Herhaal dit 10 keer. Bouw dit op naar 3 series. 3. Span de bekkenbodemspieren aan en houdt deze 5 seconden vast. Adem goed door. Vervolgens ontspant u 5 seconden. Herhaal dit 10 keer. Bouw dit op naar 3 series. Als u 5 seconden goed kunt volhouden en een aantal keren kunt herhalen, kunt u de duur opbouwen naar bijvoorbeeld 6, 7, 8, 9 of 10 seconden. Oefen bij voorkeur twee per dag. Na zes tot acht weken heeft u een controle afspraak bij de gynaecoloog. Indien er geen bijzonderheden zijn kunt u na deze controle uw conditie geleidelijk verder opbouwen.",Wat zijn enkele oefeningen die ik kan doen na een gynaecologische operatie?,"U kunt de bekkenbodemspieren aanspannen en ontspannen, 1-2 seconden vasthouden en vervolgens 2-6 seconden ontspannen. U kunt ook proberen om iets sneller aan en uit te spannen en dit 10 keer te herhalen."
374,16,"Radiuskop en -hals, gebroken (VFC, Virtual Fracture Care)",Buigen en strekken van de elleboog,"Bij deze oefening buigt en strekt u de elleboog. U kunt met deze oefening na 1 week beginnen, als de pijn dit toelaat.",Wat is VFC?,VFC staat voor Virtual Fracture Care en is een behandelmethode voor gebroken botten.
382,16,"Radiuskop en -hals, gebroken (VFC, Virtual Fracture Care)",De behandeling,"Een gebroken radiuskop of radiushals komt vaak voor. We behandelen u met een drukverband en een sling. Dit is een soort mitella. Het is belangrijk na uiterlijk één week uw verband en sling te verwijderen en te starten met oefenen om stijfheid van de elleboog te voorkomen. De behandeling verloopt volgens onderstaand schema: 0-1 week 
- Sling als eerste verwijderen zodra de pijn dit toelaat. 
- Drukverband, verwijderen zodra de pijn dit toelaat. 1-4 weken 
- Oefenen met buigen en strekken en draaien van de arm. 
- Oefen op geleide van uw pijnklachten. 4-6 weken 
- Elleboog onbeperkt bewegen opgeleide van pijn. Na 6 weken 
- U mag weer sporten en gymmen",Wat zijn de meest voorkomende behandelingen voor een gebroken radiuskop of radiushals?,De meest voorkomende behandelingen voor een gebroken radiuskop of radiushals zijn een drukverband en een sling.
594,16,Reconstructie na lumpectomie bij borstkanker,Week 3,"- Autorijden en fietsen is weer toegestaan, als u zich hier fit genoeg voor voelt. 
- U mag huishoudelijk werk geleidelijk uitbreiden. 
- Vermijd zwaar tillen en boven uw macht werken. 
- Vanaf deze week mag u oefening 5,6,7 en 8 erbij doen.",Mag u in week 3 weer huishoudelijk werk doen na een reconstructie na lumpectomie bij borstkanker?,"Ja, u mag het huishoudelijk werk geleidelijk aan weer uitbreiden."
379,16,Reconstructie na lumpectomie bij borstkanker,Week 5,"- Geleidelijk aan kunt u alles weer normaal doen. 
- De bewegingen en krachtsinspanning van de borstspieren kunt u geleidelijk opvoeren, waarbij u luistert naar uw lichaam. Fysieke werkzaamheden en sport kunnen uitgebreid worden naar het niveau dat u gewend was.",Hoe lang duurt het voordat ik na een lumpectomie weer alles normaal kan doen?,Geleidelijk aan kunt u alles weer normaal doen.
18,17,Adalimumab (Humira) bij IBD,Werkwijze,"- Haal de voorgevulde pen 10 minuten voor de inspuiting uit de koelkast. 
- Zorg voor een rustige omgeving. 
- Controleer op het medicatieoverzicht de datum van injecteren. 
- Controleer bij de Humira voorgevulde pen de houdbaarheidsdatum en dosering. 
- Was uw handen. 
- Bepaal de prikplaats. 
- Reinig de huid op de gekozen injectieplaats met behulp van bijgeleverd alcoholgaasje. Raak de ontsmette huid niet meer aan voor de inspuiting. 
- Verwijder eerst de grijze dop en vervolgens de bordeaux dop. Pas op; druk niet op de bordeaux activeringsknop voordat de pen goed op de huid is geplaatst. 
- Neem de schoongemaakte huid vast in een plooi en plaats, met de andere hand, de voorgevulde pen in een rechte hoek (90 graden) op de huid, zodanig dat u het venster kunt zien. 
- Duw op de bordeaux knop en hoor een luide “klik”. 
- Blijf duwen en tel 10 seconden. 
- De injectie is klaar als de gele indicator volledig zichtbaar is en niet meer beweegt. 
- Trek daarna de voorgevulde pen rechtop van de injectieplaats. 
- Druk een gaasje gedurende 10 seconden op de injectieplaats totdat het eventuele bloeden is gestopt. Wrijf niet op de injectieplaats, breng eventueel een pleister aan. 
- Gebruik de voorgevulde pen nooit opnieuw! 
- Gooi, na het injecteren, de gebruikte voorgevulde pen direct in de speciale container.",Hoe lang moet de voorgevulde pen uit de koelkast worden gehaald voor de inspuiting?,De voorgevulde pen moet 10 minuten voor de inspuiting uit de koelkast worden gehaald.
386,17,Congenitale heupdysplasie,Richtlijnen bij het wassen,"- Zet alle benodigdheden klaar voor het wassen en verschonen van het bed; 
- Verwijder zeepresten zorgvuldig en droog goed af; 
- Extra aandacht voor de liezen en de bilnaad, deze zo nodig droogföhnen; 
- Letten op drukplekken.",Wat zijn de richtlijnen voor het wassen bij congenitale heupdysplasie?,"De richtlijnen voor het wassen bij congenitale heupdysplasie zijn als volgt: zet alle benodigdheden klaar voor het wassen en verschonen van het bed, verwijder zeepresten zorgvuldig en droog goed af, let extra op drukplekken en droog indien nodig de liezen en bilnaad met een föhn."
398,17,Longrevalidatie,Kleding,Het is aan te bevelen kleding te dragen waarin u goed kunt bewegen met daarbij het liefst sportschoenen (geen buitenschoenen en geen zwarte zolen). Op de afdeling fysiotherapie/ergotherapie is een kleedruimte met de mogelijkheid tot douchen. Ook kunt u daar uw kostbaarheden opbergen in een kluisje.,Is er een kleedruimte op de afdeling fysiotherapie/ergotherapie?,"Ja, er is een kleedruimte met de mogelijkheid tot douchen."
391,17,Negatieve-_ Vacuüm druktherapie,Wat mag u doen met negatieve druk therapie,"- U kunt met de pomp lopen als de medisch specialist hier toestemming voor heeft gegeven. 
- Bij voorkeur word de pomp ‘s nachts of op tijdstippen dat u rust opgeladen, zodat de accu voldoende opgeladen is als u weg gaat. Tip: neem de stekker mee als u weg gaat. 
- U kunt zelfs een douche nemen want de folie is waterdicht. De pomp is echter niet waterdicht, deze mag dan ook niet nat worden. Advies is om voor de verbandwissel te douchen. 
- Rondom en op de folie deppend drogen, zodat de folie niet los raakt.",Wat wordt aangeraden voor het opladen van de pomp?,"Bij voorkeur wordt de pomp 's nachts of op rustige momenten opgeladen, zodat de accu voldoende opgeladen is wanneer u weg gaat. Tip: neem de stekker mee als u weg gaat."
396,17,Richtlijnen voor reumapatiënten,Zelfverzorging,Probeert u zich zoveel mogelijk zittend te wassen en te kleden.,Wat zijn de richtlijnen voor reumapatiënten met betrekking tot zelfverzorging?,De richtlijnen voor reumapatiënten zijn om zich zoveel mogelijk zittend te wassen en te kleden.
105,18,Bronchoscopie,Belangrijk!,"Vertel uw behandelend medisch specialist van tevoren of u geneesmiddelen gebruikt, of u allergisch bent voor geneesmiddelen of verdoving. Indien u Sintrom of andere bloedverdunners gebruikt dient u dit in overleg met uw behandelend medisch specialist ………… dagen voor het onderzoek te stoppen. Heeft u diabetes en gebruikt u gewoonlijk insuline, dan mag u de ochtend van het onderzoek geen insuline spuiten. Neem de insulinepen wel mee naar het ziekenhuis. Overige medicijnen dient u met zo weinig mogelijk water in te nemen.",Hoeveel dagen voor het onderzoek moet ik stoppen met het innemen van Sintrom of andere bloedverdunners?,"In overleg met uw behandelend medisch specialist dient u met het innemen van Sintrom of andere bloedverdunners te stoppen, dit verschilt per persoon maar is meestal enkele dagen voor het onderzoek."
406,18,Diabetes en enteroscopie distaal_coloscopie,Tweemaal daags insulinetherapie,"Dag voor het onderzoek Wij raden u aan deze dag een dagcurve bij te houden. U ontbijt deze dag zoals beschreven in de algemene informatiefolder van enteroscopie of coloscopie. Hierbij spuit u de helft van de normale hoeveelheid insuline. In de middag luncht u zoals beschreven in de algemene informatiefolder van enteroscopie of coloscopie. Bij de avondmaaltijd mag u een lichte of heldere maaltijd zoals naturel beschuit en/of bouillon gebruiken. Op het gebruikelijke avondtijdstip spuit u de helft van de normale hoeveelheid insuline. Daarna mag u alleen heldere dranken gebruiken, eventueel met suiker. Indien u toch last krijgt van een te laag suikergehalte (dit uit zich in trillen, zweten, gapen) kunt u heldere dranken gebruiken, bijvoorbeeld thee met suiker en/of ranja. Op de dag van het onderzoek Het is aan te bevelen deze dag een dagcurve bij te houden. U mag niet ontbijten, wel helder vloeibaar drinken. Is het onderzoek in de middag dan mag u ‘s ochtends om 07.30 uur nog een beschuit met een kopje thee. U spuit geen insuline. Na de enteroscopie of coloscopie krijgt u op de behandelkamer een broodje aangeboden en spuit u de ochtenddosering insuline. U dient uw eigen insuline mee te nemen. De verpleegkundigen kunnen u zo nodig helpen met de bloedsuikermeting.",Wat is de aanbevolen voorbereiding voor een enteroscopie of coloscopie bij diabetespatiënten?,"We raden aan om de dag voor het onderzoek een dagcurve bij te houden en te ontbijten volgens de algemene informatiefolder van enteroscopie of coloscopie, waarbij de helft van de normale hoeveelheid insuline wordt toegediend. In de middag volgt een lunch volgens de algemene informatiefolder, en bij de avondmaaltijd wordt de helft van de normale hoeveelheid insuline toegediend en mag alleen heldere dranken genuttigd worden. In geval van een te laag suikergehalte, kunnen heldere dranken met suiker gebruikt worden."
